Tên sản phẩm,Link sản phẩm
Laptop Dell Mobile Precision 5570 (Core i7-12800H | 16GB | 512GB | RTX™ A2000 | 15.6 inch 4K | Ubuntu Linux),https://www.anphatpc.com.vn/laptop-dell-mobile-precision-5570-core-i7-12800h-16gb-512gb-rtx-a2000-15.6-inch-4k-ubuntu-linux.html
Laptop MSI Stealth GS77 12UHS 250VN (Core i9-12900H | 64GB | 2TB | RTX 3080Ti 16GB GDDR6 | 17.3 inch UHD | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-msi-stealth-gs77-12uhs-250vn.html
Laptop Dell Mobile Precision 5570 (Core i9-12900H | 32GB | 512GB | RTX™ A2000 | 15.6 inch 4K | Ubuntu Linux),https://www.anphatpc.com.vn/laptop-dell-mobile-precision-5570-core-i9-12900h-32gb-512gb-rtx-a2000-15.6-inch-4k-ubuntu-linux.html
Laptop Dell Latitude 9430 2-in-1 (Core i7-1265U | 16GB | 512GB | Intel Iris Xe | 14 inch QHD+ | Cảm ứng | Win 11 Pro | Xám),https://www.anphatpc.com.vn/laptop-dell-latitude-9430-2-in-1.html
Laptop Dell Latitude 9430 (Core i7-1265U | 16GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 11 Pro | Xám),https://www.anphatpc.com.vn/laptop-dell-latitude-9430.html
Laptop Dell Mobile Precision 3571 (Intel Core i7-12800H | 16GB | 512GB | RTX™ T600 | 15.6 inch FHD | Ubuntu Linux),https://www.anphatpc.com.vn/laptop-dell-mobile-precision-3571-intel-core-i7-12800h-16gb-512gb-rtx-t600-15.6-inch-fhd-ubuntu-linux.html
Laptop Asus Zenbook Pro 14 Duo OLED UX8402ZE-M3044W (Core i7-12700H | 16GB | 1TB | RTX 3050 Ti 4GB | 14.5 inch 2.8K | Cảm ứng | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-asus-zenbook-pro-14-duo-oled-ux8402ze-m3044w.html
Laptop Dell Mobile Precision 5570 (Core i7-12800H | 16 GB | 256 GB | RTX™ A2000 | 15.6 inch 4K | Ubuntu Linux),https://www.anphatpc.com.vn/laptop-dell-mobile-precision-5570-core-i7-12800h-16-gb-256-gb-rtx-a2000-15.6-inch-4k-ubuntu-linux.html
Laptop MSI Raider GE67 HX 12UGS 097VN (Core i9-12900HX | 32GB | 1TB | RTX3070Ti GDDR6 8GB | 15.6 inch OLED QHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-msi-raider-ge67-hx-12ugs-097vn.html
Laptop MSI Raider GE77 HX 12UGS 230VN (Core i9-12900HX | 32GB | 2TB | RTX3070Ti GDDR6 8GB | 17.3 inch QHD 240Hz | Win 11 | Xám,https://www.anphatpc.com.vn/laptop-msi-raider-ge77-hx-12ugs-230vn.html
Laptop ASUS TUF Gaming F15 FX506HM-HN366W (Core i7-11800H | 8GB | 512GB | RTX 3060 6GB GDDR6 | 15.6inch FHD 144Hz | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-asus-tuf-gaming-f15-fx506hm-hn366w.html
Laptop Lenovo ThinkPad T14s Gen 3 21BR00EJVA (Core i7-1260P | 16GB | 512GB | Intel Iris Xe Graphics | 14inch WUXGA | No OS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-3-21br00ejva.html
Laptop Lenovo ThinkPad X13 Gen 3 21BN00AJVA (Core i5-1240P | 16GB | 512GB | Intel Iris Xe Graphics | 13.3 inch WUXGA | No OS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x13-gen-3-21bn00ajva.html
Laptop MSI Raider GE77 HX 12UHS 229VN (Core i9-12900HX | 64GB | 2TB | RTX3080Ti GDDR6 16GB | 17.3 inch UHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-msi-raider-ge77-hx-12uhs-229vn.html
Laptop MSI Titan GT77 12UHS 204VN (Core i9-12900HX | 64GB | 2TB | RTX 3080Ti GDDR6 16GB | 17.3 inch UHD | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-msi-titan-gt77-12uhs-204vn.html
Laptop Lenovo ThinkPad E15 Gen 4 21E600CMVA (Core i7-1255U | 8GB | 512GB | Intel Iris Xe Graphics | 15.6inch FHD | No OS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e15-gen-4-21e600cmva.html
Laptop Lenovo ThinkPad E14 Gen 4 21E300DPVA (Core i5-1235U | 8GB | 512GB | Iris Xe Graphics | 14 inch FHD | No OS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-4-21e300dpva.html
Laptop MSI Vector GP66 HX 12UGS 098VN (Core i7-12800HX | 16GB | 1TB | RTX3070Ti 8GB | 15.6 inch QHD | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-msi-vector-gp66-hx-12ugs-098vn.html
Laptop Lenovo ThinkPad E14 Gen 4 21E300DQVA (Core i5-1235U | 8GB | 256GB | Iris Xe Graphics | 14 inch FHD | No OS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-4-21e300dqva.html
Laptop Lenovo ThinkPad E15 G4 21E600CFVA (Core i5-1235U | 8GB | 512GB | 15.6 inch FHD | No OS | Black),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e15-g4-21e600cfva.html
Laptop Lenovo ThinkBook 15 G4 IAP 21DJ00CMVN (Core i5-1235U | 8GB | 256GB | Intel Iris Xe | 15.6 inch FHD | NoOS | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-15-g4-iap-21dj00cmvn.html
Laptop Dell Inspiron 14 5420 70295791 (Core i7-1255U | 16GB | 1TB | MX570 2GB | 14 inch FHD + | Win 11 | Office | Bạc),https://www.anphatpc.com.vn/laptop-dell-inspiron-14-5420-70295791.html
Laptop Dell Inspiron 15 3515 G6GR72 (Ryzen 5-3450U | 8GB | 256GB | AMD Radeon | 15.6 inch FHD | Win 11 + Office | Đen),https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3515-g6gr72.html
Laptop MSI Modern 14 B11MOU 1034VN (Core i5-1155G7 | 8GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 11 Home | Gray),https://www.anphatpc.com.vn/laptop-msi-modern-14-b11mou-1034vn.html
Laptop Lenovo ThinkPad E15 G4 21E600CGVA (Core i5-1235U | 8GB | 256GB | 15.6 inch FHD | No OS | Black),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e15-g4-21e600cgva.html
Laptop MSI Modern 14 B11MOU 852VN (Core i5-1155G7 | 8GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 10 | Xám),https://www.anphatpc.com.vn/laptop-msi-modern-14-b11mou-852vn.html
Laptop MSI Katana GF66 12UC 699VN (Core i5-12450H | 8GB | 512GB | RTX3050 GDDR6 4GB | 15.6 inch FHD | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-msi-katana-gf66-12uc-699vn.html
Laptop Lenovo ThinkPad T14s Gen 2 20XK0073VA (Ryzen 7 PRO-5850U | 16GB | 512GB | AMD Radeon Graphic | 14 inch FHD | No OS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t14s-gen-2-20xk0073va.html
Ram laptop Team Group 16GB DDR4 bus 3200Mhz,https://www.anphatpc.com.vn/ram-laptop-team-group-16gb-ddr4-bus-3200mhz.html
Laptop gaming ASUS TUF Dash F15 FX517ZM-HN480W (Core™ i7-12650H | 8GB | 512GB | GeForce RTX™ 3060 | 15.6inch FHD | Windows 11 Home | Off Black),https://www.anphatpc.com.vn/laptop-gaming-asus-tuf-dash-f15-fx517zm-hn480w.html
Tay cầm chơi game không dây PXN P3 Blue & P3 Grey Bluetooth Wireless form XBOX dành cho iPhone / iPad / iOS / Android / PC / Laptop,https://www.anphatpc.com.vn/tay-cam-choi-game-khong-day-pxn-p3-blue-bluetooth-wireless-form-xbox-danh-cho-iphone-ipad-ios-android-pc-laptop.html
Laptop HP EliteBook 640 G9 6M158PA (Core i7-1255U | 16GB | 512GB | Intel Iris Xe |14 inch FHD | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-hp-elitebook-640-g9-6m158pa.html
Tay cầm chơi game không dây PXN 9613 V2 Blue/Grey Bluetooth Wireless form XBOX dành cho iPhone / iPad / iOS / Android / PC / Laptop - PXN 9613 Version 2,https://www.anphatpc.com.vn/tay-cam-choi-game-khong-day-pxn-9613-v2-grey-bluetooth-wireless-form-xbox-danh-cho-iphone-ipad-ios-android-pc-laptop-pxn-9613-version-2.html
Laptop HP EliteBook 1040 G9 6Z985PA (Core i7-1255U | 16GB | 1TB | Intel Iris Xe | 14inch WUXGA | Win 11 Pro | Bạc),https://www.anphatpc.com.vn/laptop-hp-elitebook-1040-g9-6z985pa.html
Laptop Asus Vivobook 15X OLED A1503ZA-L1151W (Core i3-1220P | 8GB | 256GB | Intel UHD | 15.6inch FHD | Win11 | Bạc),https://www.anphatpc.com.vn/laptop-asus-vivobook-15x-oled-a1503za-l1151w.html
Laptop ASUS ROG Zephyrus G15 GA503RS-LN892W (Ryzen™ 9-6900HS | 32GB | 1TB | GeForce RTX™ 3080 8GB | 15.6 inch WQHD | Windows 11 Home | Đen),https://www.anphatpc.com.vn/laptop-asus-rog-zephyrus-g15-ga503rs-ln892w.html
Laptop ASUS ROG Strix SCAR 15 G533ZS-LN036W (Core i9-12900H | GeForce RTX™ 3080 8GB |32GB | 2TB | 15.6 inch WQHD | Windows 11 Home | Đen),https://www.anphatpc.com.vn/laptop-asus-rog-strix-scar-15-g533zs-ln036w.html
Laptop Asus Rog Flow Z13 GZ301ZE-LD6688W (Core i9-12900H | 16GB | 1TB | RTX 3050Ti 4GB | 13.4 inch WUXGA | Cảm ứng | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-asus-rog-flow-z13-gz301ze-ld6688w.html
Laptop MSI GF63 Thin 11UC-667VN (Core™ i7-11800H | 8GB | 512GB | RTX 3050 Max-Q 4GB GDDR6 | 15.6 inch FHD | Windows 11 Home | Đen),https://www.anphatpc.com.vn/laptop-msi-gf63-thin-11uc-667vn.html
Laptop Asus ROG Zephyrus G15 GA503RW-LN076W (Ryzen 9 6900HS | 32GB | 1TB | RTX 3070Ti 8GB | 15.6 inch WQHD 240Hz | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-asus-rog-zephyrus-g15-ga503rw-ln076w.html
Laptop HP Elite Dragonfly G3 6Z980PA (Core i7-1255U | 16GB | 1TB | Intel Iris Xe | 13.3 inch Full HD | Cảm ứng | Win 11 Pro | Xanh),https://www.anphatpc.com.vn/laptop-hp-elite-dragonfly-g3-6z980pa.html
Laptop HP Elite x360 830 6Z963PA (Core™ i7-1255U | 8GB | 512GB | Iris® Xᵉ Graphics | 13.3inch WUXGA | Windows 11 Pro | Bạc),https://www.anphatpc.com.vn/laptop-hp-elite-x360-830-6z963pa.html
Laptop HP EliteBook 1040 G9 6Z984PA (Core™ i7-1255U | 16GB | 512GB | Iris® Xᵉ Graphics | 14inch WUXGA | Windows 11 Pro | Bạc),https://www.anphatpc.com.vn/laptop-hp-elitebook-1040-g9-6z984pa.html
Laptop HP Envy 16-h0034TX 6K7G0PA (Core i7-12700H | 16GB | 512GB | RTX 3060 6GB | 16 inch WQXGA IPS 120Hz | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-hp-envy-16-h0034tx-6k7g0pa.html
Laptop Asus TUF Gaming FX706HC-HX579W (Core™ i5-11400H | 8GB | 512GB | GeForce RTX™ 3050 4GB | 17.3-inch FHD | Windows 11 Home | Xám),https://www.anphatpc.com.vn/laptop-asus-tuf-gaming-fx706hc-hx579w.html
Laptop Asus ROG Strix G153 G513IE-HN246W (Ryzen 7 4800H | 8GB | 512GB | RTX 3050Ti 4GB | 15.6-inch FHD 144Hz | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-asus-rog-strix-g153-g513ie-hn246w.html
Laptop HP Envy 16-h0033TX 6K7F9PA (Core i9-12900H | 16GB | 512GB | GeForce RTX 3060 6GB | 16 inch WQXGA IPS 120Hz | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-hp-envy-16-h0033tx-6k7f9pa.html
Laptop MSI Modern 15 A5M 234VN (Ryzen 5-5500U | 8GB | 512GB | AMD Radeon | 15.6 inch FHD IPS | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-msi-modern-15-a5m-234vn.html
Laptop Lenovo Legion 5 15IAH7H 82RC008LVN (Core i5-12500H | 16GB | 512GB | RTX 3050 4GB | 15.6 inch FHD IPS | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15iah7h-82rc008lvn.html
CÔNG TY CỔ PHẦN THƯƠNG MẠI MÁY TÍNH AN PHÁT,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15iah7h-82rb0048vn.html
CÔNG TY CỔ PHẦN THƯƠNG MẠI MÁY TÍNH AN PHÁT,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15iah7h-82rb0047vn.html
Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O 82NH00AFVN (Core i5-11300H | 16GB | 512GB | Intel Iris Xe Graphics | 14inch 2.8K | Windows 11 | Light Silver),https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-7-pro-14ihu5-o-82nh00afvn.html
Laptop Lenovo IdeaPad Gaming 3 15IAH7 82S900V3VN (Core i5-12500H | 16GB | 512GB | GeForce RTX 3050 4GB | 15.6inch FHD | Windows 11 | Glacier White),https://www.anphatpc.com.vn/laptop-lenovo-ideapad-gaming-3-15iah7-82s900v3vn.html
Laptop Lenovo Legion 5 Pro 16IAH7H 82RF0044VN (Core i7-12700H | 16GB | 512GB | RTX 3070 Ti 8GB | 16 inch WQXGA 165 Hz | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-legion-5-pro-16iah7h-82rf0044vn.html
Laptop Lenovo Legion 5 Pro 16IAH7H 82RF0043VN (Core i7-12700H | 16GB | 512GB | RTX 3060 6GB | 16 inch WQXGA 165Hz | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-legion-5-pro-16iah7h-82rf0043vn.html
Laptop Lenovo Legion 5 Pro 16IAH7H 82RF0045VN (Core i7-12700H | 16GB | 512GB | RTX 3070 Ti 8GB | 16 inch WQXGA 165 Hz | Win 11 | Trắng),https://www.anphatpc.com.vn/laptop-lenovo-legion-5-pro-16iah7h-82rf0045vn.html
Laptop Lenovo ThinkBook 14 G4+ ARA 21D0000HVN (Ryzen 5 6600U | 16GB | 512GB | AMD Radeon | 14 inch 2.8K | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g4-ara-21d0000hvn.html
Laptop Lenovo Legion 5 Pro 16IAH7H 82RG008SVN (Ryzen 7 6800H | 16GB | 512GB | RTX 3060 6GB | 16 inch WQXGA IPS | Win 11 | Trắng),https://www.anphatpc.com.vn/laptop-lenovo-legion-5-pro-16iah7h-.html
Laptop Lenovo ThinkBook 15 G4 IAP 21DJ00D0VN (Core i7-1260P 2.1G | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-15-g4-iap-21dj00d0vn.html
Laptop Asus Vivobook S 14 Flip TP3402ZA-LZ159W (Core i5-12500H | 8GB | 512GB | Intel Iris Xe | 14.0-inch WUXGA | Cảm ứng | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-asus-vivobook-s-14-flip-tp3402za-lz159w.html
Laptop Lenovo ThinkBook 14 G4+ IAP 21CX001RVN (Core i7-1260P 2.1G | 16GB | 512GB | Intel Iris Xe | 14 inch 2.8K IPS | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g4-iap-21cx001rvn.html
Laptop Lenovo ThinkBook 14 G4+ IAP 21CX001PVN (Core i5-12500H 2.5G | 16GB | 512GB | RTX 2050 4GB | 14 inch 2.8K | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g4-iap-21cx001pvn.html
Laptop Lenovo ThinkBook 14 G4 IAP 21DH00BBVN (Core i5-1240P 1.7G | 16GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g4-iap-21dh00bbvn.html
Laptop Asus Vivobook 14 X1402ZA-EK232W (Core i3-1220P | 4GB | 512GB | Intel UHD | 14 inch FHD | Win 11 | Xanh),https://www.anphatpc.com.vn/laptop-asus-vivobook-14-x1402za-ek232w.html
Laptop Asus Vivobook 14 X1402ZA-EK085W (Core i5-1240P | 8GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 11 | Xanh),https://www.anphatpc.com.vn/laptop-asus-vivobook-14-x1402za-ek085w.html
Laptop Acer Aspire 5 A514-54-511G NX.A28SV.009 (Core i5-1135G7 | 8GB | 1TB | Intel Iris Xe | 14.0 inch FHD IPS | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-acer-aspire-5-a514-54-511g-nx.a28sv.009.html
Laptop Lenovo ThinkBook 16 G4+ IAP 21CY003HVN (Core i7-12700H 2.3G | 16GB | 1TB | RTX 2050 4GB | 16 inch WQXGA | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-16-g4-iap-21cy003hvn.html
Laptop Lenovo ThinkBook 16 G4+ IAP 21CY003GVN (Core i7-12700H 2.3G | 16GB | 512GB | RTX 2050 4GB | 16 inch WQXGA | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-16-g4-iap-21cy003gvn.html
Laptop HP 240 G9 6L1Y2PA (Core™ i5-1235U | 8GB | 512GB | Iris® Xᵉ Graphics | 14 inch FullHD | Windows 11 Home | Bạc),https://www.anphatpc.com.vn/laptop-hp-240-g9-6l1y2pa.html
Laptop HP 240 G9 6L1Y1PA (Core i5-1235U | 8GB | 256GB | Iris Xe Graphics | 14 inch FullHD | Windows 11 Home | Bạc),https://www.anphatpc.com.vn/laptop-hp-240-g9-6l1y1pa.html
Laptop Lenovo ThinkBook 14 G4 IAP 21DH00B5VN (Core i5-1240P 1.7G | 8GB | 512GB | Intel Iris Xe | 14 inch FHD | WIn 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g4-iap-21dh00b5vn.html
Laptop HP Pavilion 15-eg2062TU 6K790PA (Core i3-1215U | 8GB | 256GB | Intel UHD | 15.6 inch FullHD | Win 11 | Vàng),https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg2062tu-6k790pa.html
Laptop Dell Inspiron 15 3511 P112F001EBL (Core i3-1115G4 | 8GB | 256GB | Intel UHD | 15.6inch FHD | Win 11 | Office | Đen),https://www.anphatpc.com.vn/laptop-dell-inspiron-15-3511-p112f001ebl.html
Laptop Dell Vostro 3525 P112F006ABL (Ryzen™ 5-5625U7 | 8GB | 512GB | AMD Radeon™ Graphics | 15.6inch FHD | Windows 11 | Đen),https://www.anphatpc.com.vn/laptop-dell-vostro-3525-p112f006abl.html
Laptop Lenovo V15 G2 ITL 82KB00R2VN (Core i7-1165G7 | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-v15-g2-itl-82kb00r2vn.html
Laptop Acer Predator Helios 300 PH315-55-751D NH.QFTSV.002 (Core i7-12700H | 16GB | 512GB | RTX 3070Ti 8GB | 15.6 inch QHD IPS | WIn 11 | Đen),https://www.anphatpc.com.vn/laptop-acer-predator-helios-300-ph315-55-751d-nh.qftsv.002.html
Laptop Acer Nitro 5 Tiger AN515-58-79UJ NH.QHYSV.001 (Core i7-12700H | 16GB | 512GB | RTX™ 3060 6GB | 15.6 inch FHD IPS | Win11 | Đen),https://www.anphatpc.com.vn/laptop-acer-nitro-5-tiger-an515-58-79uj-nh.qhysv.001.html
Laptop Acer Aspire 3 A315-59-381E NX.K6TSV.006 (Core i3-1215U | 8GB | 512GB | Intel UHD | 15.6 inch FHD | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-acer-aspire-3-a315-59-381e-nx.k6tsv.006.html
Laptop Acer Aspire 3 A315-59-314F NX.K6TSV.002 (Core i3-1215U | 8GB | 256GB | Intel UHD | 15.6 inch FHD | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-acer-aspire-3-a315-59-314f-nx.k6tsv.002.html
Laptop HP 240 G9 6L1Y4PA(Core i7-1255U | 8GB | 256GB | Iris Xe Graphics | 14 inch FHD | Windows 11 | Bạc),https://www.anphatpc.com.vn/laptop-hp-240-g9-6l1y4pa.html
Laptop Lenovo ThinkPad P15s Gen 2 20W600CKVN (Core i5-1135G7 | 16GB | 512GB | Quadro T500 4GB | 15.6 inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p15s-gen-2-20w600ckvn.html
Laptop Lenovo ThinkPad P14s Gen 2 20VX00E1VN (Core i5-1135G7 | 16GB | 512GB | Quadro T500 4GB | 14 inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-2-20vx00e1vn.html
Laptop Lenovo ThinkPad P14s Gen 2 20VX00EJVN (Core i7-1165G7 | 16GB | 512GB | Quadro T500 4GB | 14 inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-2-20vx00ejvn.html
Laptop HP 240 G9 6L1Y5PA (Core™ i7-1255U | 8GB | 512GB | Iris® Xᵉ Graphics | 14 inch FHD | Windows 11 | Bạc),https://www.anphatpc.com.vn/laptop-hp-240-g9-6l1y5pa.html
Laptop Lenovo Legion 5 15ARH7 82RE002WVN (Ryzen 5 6600H | 16GB | 512GB | RTX 3050 Ti 4GB | 15.6inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15arh7-82re002wvn.html
Laptop Lenovo ThinkPad P14s Gen 2 20VX00D9VA (Core i5-1135G7 | 16GB | 512GB | Quadro T500 4GB | 14 inch FHD | FreeDOS | Xám),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-2-20vx00d9va.html
Laptop Acer Swift 3 SF314-512-56QN NX.K0FSV.002 (Core i5-1240P | 16GB | 512GB | Intel Iris Xe | 14 inch QHD IPS | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-acer-swift-3-sf314-512-56qn-nx.k0fsv.002.html
Laptop Acer Aspire 5 A514-55-5954 NX.K5BSV.001 (Core i5-1235U | 8GB | 512G | Intel Iris Xe | 14.0 inch FHD IPS | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-acer-aspire-5-a514-55-5954-nx.k5bsv.001.html
Laptop Lenovo Legion 5 15ARH7 82RE0036VN (Ryzen 7-6800H | RTX 3050Ti |16GB | 512GB | 15.6inch FHD | Windows 11 | Xám),https://www.anphatpc.com.vn/laptop-lenovo-legion-5-15arh7-82re0036vn.html
Laptop Asus Vivobook 15X OLED A1503ZA-L1421W (Core i5-12500H | 8GB | 512GB | Iris Xe Graphics | 15.6inch FHD | Windows 11 SL | Bạc),https://www.anphatpc.com.vn/laptop-asus-vivobook-15x-oled-a1503za-l1421w.html
Laptop Dell Inspiron 14 7420 1YT85 (Core™ i7-1255U | 16GB | 512GB | NVIDIA MX550 | 14 inch FHD+ | Windows 11 Home | Bạc),https://www.anphatpc.com.vn/laptop-dell-inspiron-14-7420-1yt85.html
Laptop Lenovo ThinkPad P14s Gen 2 21A0006KVA (Ryzen 5 PRO 5650U | 16GB | 512GB | AMD Radeon | 14inch FHD | NoOS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p14s-gen-2-21a0006kva.html
Laptop Dell Inspiron 16 5620 P1WKN (Core™ i5-1235U | 8GB | 256GB | Intel UHD | 16 inch FHD+ | Windows 11 Home | Office | Bạc),https://www.anphatpc.com.vn/laptop-dell-inspiron-16-5620-p1wkn.html
Laptop Asus Zenbook 14X OLED UX5401ZAS - KN130W (Core™ i5-12500H | 16GB | 512GB | Iris Xe Graphics | 14 inch 2.8K | Cảm ứng | Windows 11 Home | Xám),https://www.anphatpc.com.vn/laptop-asus-zenbook-14x-oled-ux5401zas-kn130w.html
Laptop Asus Vivobook 15 OLED M1503QA-L1028W (Ryzen™ 5-5600H | 8GB | AMD Radeon Graphics | 512GB | 15.6 inch FHD | Windows 11 SL | Xanh),https://www.anphatpc.com.vn/laptop-asus-vivobook-15-oled-m1503qa-l1028w.html
Laptop Apple Macbook Air 13.6 inch M2 2022 8GB 256GB - MLXW3SA/A Xám - Chính Hãng Apple Việt Nam,https://www.anphatpc.com.vn/laptop-apple-macbook-air-13.6-inch-m2-2022-8gb-256-gb-chinh-hang-apple-viet-nam.html
Laptop Apple Macbook Air 13.6 inch M2 2022 8GB 256GB - MLY13SA/A STARLIGHT - Chính Hãng Apple Việt Nam,https://www.anphatpc.com.vn/laptop-apple-macbook-air-13.6-inch-mly13sa-a-trang-apple-m2.html
Laptop Lenovo V14 G2 ITL 82KA00RTVN (Core i3-1115G4 | 4GB | 512GB | Intel UHD | 14 inch FHD | NoOS | Đen),https://www.anphatpc.com.vn/laptop-lenovo-v14-g2-itl-82ka00rtvn.html
Laptop Lenovo ThinkPad T15 Gen 2 20W400GAVN (Core i5-1135G7 |16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Đen),https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t15-gen-2-20w400gavn.html
Laptop Asus Vivobook S Flip TN3402QA-LZ019W (Ryzen 5 5600H | 8GB | 512GB | AMD Radeon | 14 inch WUXGA | Cảm ứng | Win 11 | Silver),https://www.anphatpc.com.vn/laptop-asus-vivobook-s-flip-tn3402qa-lz019w.html
Laptop Lenovo IdeaPad 3 15IAU7 82RK001GVN (Core i3-1215U | 8GB | 512GB | UHD Graphics | 15.6inch FHD | Windows 11 Home 64 | Misty Blue),https://www.anphatpc.com.vn/laptop-lenovo-ideapad-3-15iau7-82rk001gvn.html
Laptop MSI Modern 14 B11MOU 1033VN (Core™ i7-1195G7 | 8GB | 512GB | Intel Iris Xe | 14 inch FHD | Win 11 | Xám),https://www.anphatpc.com.vn/laptop-msi-modern-14-b11mou-1033vn.html
Laptop Asus Vivobook 14X M1403QA-LY023W (Ryzen 5 5600H | 8GB | 512GB | AMD Radeon Vega 7 | 14.0-inch WUXGA | Win11 | Xanh),https://www.anphatpc.com.vn/laptop-asus-vivobook-14x-m1403qa-ly023w.html
Laptop HP Probook 450 G9 6M0Z9PA (Core i7-1255U | 16GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-hp-probook-450-g9-6m0z9pa.html
Laptop Lenovo IdeaPad 3 15IAU7 82RK005KVN (Core i3-1215U | 8GB | 256GB | UHD Graphics | 15.6inch FHD | Windows 11 Home 64 | Misty Blue),https://www.anphatpc.com.vn/laptop-lenovo-ideapad-3-15iau7-82rk005kvn.html
Laptop Lenovo IdeaPad 5 15IAL7 82SF006LVN (Core i5-1235U | 8GB | 512GB | Iris Xe Graphics | 15.6inch FHD | Windows 11 Home 64 | Abyss Blue),https://www.anphatpc.com.vn/laptop-lenovo-ideapad-5-15ial7-82sf006lvn.html
Laptop Asus Vivobook Pro15 OLED M6500QC-MA002W (Ryzen 5 5600H | 16GB | 512GB | RTX 3050 4GB | 15.6-inch 2.8K OLED | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-asus-vivobook-pro15-oled-m6500qc-ma002w.html
Laptop HP Probook 450 G9 6M0Z8PA (Core i7-1255U | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 11 | Bạc),https://www.anphatpc.com.vn/laptop-hp-probook-450-g9-6m0z8pa.html
